type,floor,rent,spc1,spc2,lat,lng,toilet,station,parking,internet,gas,washing_machine,air_conditioner,refrigerator,elevator,microwave,breakfast,heating,move_in_date,sink,introduce
OR,B1,30,18,18,37.595634,127.0372,1,0,0,1,1,1,1,1,1,1,0,0,1,1,"고려대5분, 신축급 풀옵션, 깨끗하고 쾌적한 원룸"
OR,1,35,18,18,37.608496,127.056585,1,1,1,1,1,1,1,1,1,1,1,0,1,1,돌곶이역 3분거리 풀옵션 원룸
OR,B1,30,18.5,18,37.595634,127.0372,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"신축5년 풀옵션, 고대역 도보7분, 대로변 도보1분, 건물에 대출없음"
DDDGG,B1,25,53,27,37.598304,127.030409,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"마을버스 정류장 1분, 계단3칸아래, 채광좋고 환기잘되는 집"
DDDGG,2,30,33.06,33,37.609226,127.034615,1,0,1,1,1,1,1,1,1,1,0,0,1,1,4호선 미아사거리역 도보 10분 깨끗한 월세
OR,3,35,26.44,26,37.607045,127.023978,1,1,0,1,1,1,1,1,1,1,0,0,1,1,O 싸고넓은원룸8P 길음역5분 냉장고.에어컨.세탁기 마당있는집 즉시입주
OR,1,35,18,18,37.611824,127.012863,1,1,0,1,1,1,1,1,1,1,0,0,1,1,서경대 원룸.서경대 인근에 위치한 원룸.풀옵션.서경대 도보5분
OR,B1,40,15.5,15,37.608912,127.005611,1,0,0,1,1,1,1,1,1,1,1,0,1,1,"실제1층원룸,풀옵션,국민대 및 정릉시장 부근,빠른입주"
OR,2,30,18,18,37.59036,127.009174,1,1,1,1,1,1,1,1,1,1,1,0,1,1,역세권 평지 깔끔
OR,3,40,16.5,16,37.592289,127.034384,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"고대 1분 고대역 5분, 풀옵션, 깔끔, 건물에 대출없음, 월세조율가능"
OR,2,35,22,22,37.593626,127.032362,1,0,0,1,1,1,1,1,1,1,1,0,1,1,"신축급 원룸,깨끗,종암중학교 바로 옆 초입"
OR,B1,35,19,16.5,37.593626,127.032362,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"고대법후 5분, 신축5년차로 깔끔하고 밝은 방, 조용한 곳 위치"
OR,3,35,19,14.88,37.604147,127.06047,1,0,1,1,1,1,1,1,1,1,1,0,1,1,한예종정문앞 3층 원룸
DDDGG,2,35,40,40,37.662043,127.06714,1,0,0,1,1,1,1,1,1,1,1,0,1,1,"전용14, 하시방문, 상계역 5분내,거실넓음,올수리, 보증금월세조정"
DDDGG,B1,30,25,25,37.657527,127.069627,1,0,0,1,1,1,1,1,1,1,1,0,1,1,방1 특올수리 반전세가능
DDDGG,1,40,20.96,20,37.662043,127.06714,1,0,0,1,1,1,1,1,1,1,1,0,1,1,올수리 깔끔하고 조용한 주택가 1층 1.5룸 입니다.
DDDGG,B1,30,64,32.15,37.665332,127.072218,1,0,1,1,1,1,1,1,1,1,0,0,1,1,깨끗한3계단반지층투룸보500월30 집앞주차가 융무 상계역7분 노원역도보가
OR,B1,30,16,16,37.624411,127.078134,1,0,1,1,1,1,1,1,1,1,0,0,1,1,서울과기대.공릉역10분라라브레드근처즉시입주깔끔한풀옵션
OR,B1,25,16,16,37.62406,127.0802,1,0,1,1,1,1,1,1,1,1,0,0,1,1,서울과기대즉시입주가능깔끔하고 가성비 좋은 풀옵션원룸
OR,B1,30,16.52,16,37.622352,127.058252,1,1,0,1,1,1,1,1,1,1,0,0,1,1,광운대 도보5분 l 깔끔하고 관리 잘된 예쁜원룸
OR,B1,33,20,17,37.624442,127.07791,1,0,0,1,1,1,1,1,1,1,1,0,1,1,"공원옆 신축급 풀옵션원룸, 즉시입주가능, 밝은편입니다."
OR,2,30,13,13,37.616083,127.066604,1,1,1,1,1,1,1,1,1,1,1,0,1,1,B E S T 석계역 도보2분 1.5층 착학가격
OR,B1,40,20,20,37.624223,127.077344,1,0,0,1,1,1,1,1,1,1,1,0,1,1,분리형 원룸.깊지않은 반지층 입니다.즉시입주가능.
OR,1,25,13.22,13,37.621051,127.060728,1,1,0,1,1,1,1,1,1,1,0,0,1,1,가성비 굿 I  정후문 3분 I 가격조정가능 I 편의점1분
OR,B1,23,18,18,37.617312,127.063809,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"관리잘 된 깔끔한 풀옵션 원룸, 광운대 도보생활권,인프라 좋음"
OR,3,34,16.5,16,37.620989,127.075739,1,1,0,1,1,1,1,1,1,1,1,0,1,1,태릉역 더블역세권에 위치 가격 저렴한 원룸 전세
OR,B1,34,18,18,37.622263,127.058371,1,1,0,1,1,1,1,1,1,1,1,0,1,1,8월말까지 가능 I 정문4분 I 조용한 주택가  I 마트1분
DDDGG,B1,35,32.34,32,37.62223,127.079727,1,0,0,1,1,1,1,1,1,1,0,0,1,1,단독 계단 몇개 내려가는 남향 반지층 올수리 깨끗해요.
OR,B1,30,20,18,37.624411,127.078134,1,0,0,1,1,1,1,1,1,1,1,0,1,1,"과기대 인근, 공릉철길 근처, 귀가길 안전한 원룸"
OR,1,40,23,16,37.617595,127.058809,1,0,0,1,1,1,1,1,1,1,0,0,1,1,광운대정문 인근 가성비 좋은 원룸 즉시입주
OR,1,40,25,22.4,37.619584,127.08033,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"태릉입구역3분,방크고 깨끗 분리형 원룸 베란다O 가격저렴"
OR,B1,30,20,20,37.624764,127.079034,1,0,1,1,1,1,1,1,1,1,0,0,1,1,과기대 가까운 깨끗하고 넓은 풀옵션 원룸
OR,B1,29,20,20,37.624881,127.078407,1,0,1,1,1,1,1,1,1,1,1,0,1,1,과기대 가까운 깨끗하고 넓은 풀옵션 원룸
OR,B1,30,20,20,37.624958,127.07699,1,1,0,1,1,1,1,1,1,1,0,0,1,1,넓고 깨끗한 풀옵션 원룸
OR,B1,30,20,20,37.62421,127.078135,1,0,1,1,1,1,1,1,1,1,1,0,1,1,과기대 가까운 깨끗하고 넓은 풀옵션 원룸
OR,5,40,20,12.36,37.624793,127.074529,1,1,1,1,1,1,1,1,1,1,0,0,1,1,공릉역 근처 도시형 생활주택 즉시 입주 가능
OR,B1,35,27,27,37.621546,127.081275,1,1,1,1,1,1,1,1,1,1,1,0,1,1,수리 후 깔끔한 지층 넓은 원룸 
DDDGG,B1,30,25.5,25,37.623135,127.074994,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"저럼한보증금및 월세, 분리형원룸"
OR,B1,30,16,16,37.62597,127.077881,1,0,1,1,1,1,1,1,1,1,1,0,1,1,과기대 철길공원인근 큰길가 깔끔한 풀옵션원룸
OR,B1,29,16.52,16,37.633325,127.058252,1,1,0,1,1,1,1,1,1,1,0,0,1,1,월계역에서2분거리.남향이라 조망이 좋아요. 다른 원룸 방보다 큼
OR,2,30,62,15,37.633325,127.058252,1,1,1,1,1,1,1,1,1,1,0,0,1,1,풀옵션 2월9일입주 광운대 초역세권역
OR,1,30,62,15,37.633325,127.058252,1,1,0,1,1,1,1,1,1,1,1,0,1,1,풀옵션 즉시입주 광운대 초역세권역
OR,5,30,16,16,37.633325,127.058252,1,1,1,1,1,1,1,1,1,1,0,0,1,1,풀옵션 즉시입주 상태최상 월계역도보3분
OR,2,40,20,19,37.676197,127.054466,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"사진O,역2분,풀옵션,깨끗한큰방,관리비수도포함"
OR,2,37,88,24,37.676197,127.054466,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"수락산역3분,4월17후하시"
OR,3,40,20,18,37.674778,127.053867,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"사진O,역3분,전세6천,풀옵션,관리비수도인터넷포함,주차가"
OR,B1,30,21.09,21,37.672773,127.055077,1,1,0,1,1,1,1,1,1,1,0,0,1,1,사진O 수락산역6분 인터넷수도 관리비포함 풀옵션 빠른입주
DDDGG,B1,30,22,21,37.672773,127.055077,1,1,1,1,1,1,1,1,1,1,1,0,1,1,뽀송뽀송반지층 큰방 풀옵션O 빠른입주O 언제든집보기O
VL,3,40,18,14,37.676984,127.05655,1,1,0,1,1,1,1,1,1,1,1,0,1,1,수락산역 초 역세권 풀옵션 저렵한 원룸
DDDGG,B1,30,43,42,37.676104,127.053169,1,1,1,1,1,1,1,1,1,1,0,0,1,1,수락산역5분  방2  즉시입주  조용한주택가
DDDGG,1,25,40,35,37.62342,127.052815,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"주차가, 조용한 주택가, 내부 수리 예정 매물"
OR,B1,30,19,17,37.625684,127.092159,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"서울여대3분,여성전용,6월 단기가능"
OR,B1,30,26,16.5,37.543315,126.840761,1,1,0,1,1,1,1,1,1,1,1,0,1,1,5호선 화곡역 도보3분거리 풀옵션 반지층 원룸
OR,2,50,23.1,23.1,37.555762,126.856514,1,0,0,1,1,1,1,1,1,1,0,0,1,1,9호선 증미역 도보 5분거리 저렴하고 넓은 원룸
OR,4,45,25,17,37.558876,126.843024,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"호서대학교 학생 추천,5호선 발산역 풀옵션 원룸"
OR,2,40,23,18.54,37.543099,126.838338,1,1,0,1,1,1,1,1,1,1,0,0,1,1,화곡역 역세권 혼자살기 딱좋은 깔끔한원룸
OR,2,40,14.87,14,37.558876,126.843024,1,1,0,1,1,1,1,1,1,1,0,0,1,1,발산역 역세권 최저가 풀옵션 원룸 월세
OR,4,45,20,15,37.558876,126.843024,1,1,0,1,1,1,1,1,1,1,0,0,1,1,발산역 초역세권 풀옵션원룸
OR,2,50,15,15,37.538936,126.841788,1,1,0,1,1,1,1,1,1,1,0,0,1,1,화곡역 인근 신축급 컨디션 좋은 풀옵션 원룸
OR,1,50,22.23,22.23,37.547396,126.847002,1,0,0,1,1,1,1,1,1,1,0,0,1,1,강서구청인근 1층 풀옵션 넓은 원룸
OPST,13,47,31,20.6,37.548779,126.847497,1,0,1,1,1,1,1,1,1,1,1,0,1,1,화곡로대로변 원룸오피스텔 4월중 입주협의 주차1대무료
OR,B1,43,16.5,16,37.533181,126.844566,1,1,0,1,1,1,1,1,1,1,1,0,1,1,까치산역 초역세권 신축급 풀옵션 원룸 
OR,2,50,30,20,37.538776,126.841056,1,1,0,1,1,1,1,1,1,1,1,0,1,1,JS 5호선 화곡역 인근 풀옵션 화이트 인테리어 원룸
OR,1,40,30,20,37.532372,126.844169,0,1,0,1,1,1,0,1,0,1,1,1,0,1,
OR,2,45,30,20,37.543099,126.838338,1,1,0,1,1,1,1,1,1,1,0,0,1,1,JS 5호선 화곡역 역세권 가성비 최강 원룸
OR,2,30,30,17,37.532372,126.844169,0,1,0,0,1,1,1,1,1,1,0,1,0,0,
OR,4,45,16,13.2,37.558876,126.843024,1,1,0,1,1,1,1,1,1,1,0,0,1,1,호서학생강추즉시입주가능한 발산역 인근 원룸
OR,4,47,20,17,37.558876,126.843024,0,1,0,0,0,0,0,0,0,0,1,1,1,1,
OR,2,45,25,17,37.558876,126.843024,0,1,0,1,1,1,0,0,1,1,1,0,1,0,
OR,4,45,25,15,37.558876,126.843024,0,1,0,0,1,1,1,0,1,1,0,0,0,1,
OR,B1,30,23,18.21,37.543315,126.840761,1,1,0,1,1,1,1,1,1,1,1,0,1,1,화곡역 역세권 저렴한 분리형원룸
OR,4,40,16,15.5,37.543226,126.839609,1,1,0,1,1,1,1,1,1,1,1,0,1,1,즉시입주가능.도보3분.침대까지 있는 화곡역 풀옵션원룸.보증금조절됩니다.
OR,1,43,19,17.5,37.533181,126.844566,1,1,0,1,1,1,1,1,1,1,1,0,1,1,도보2분.신축급컨디션의 깔끔한 풀옵션.서둘러서 확인하세요
VL,2,50,32,28.05,37.536169,126.852155,1,0,1,1,1,1,1,1,1,1,1,0,1,1,주차가능 풀옵션 베란다딸린 넓은원룸
DDDGG,2,30,23,23,37.536322,126.848378,1,0,1,1,1,1,1,1,1,1,1,0,1,1,즉시입주 주차가능 원룸
OR,B1,30,22,18,37.543315,126.840761,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신축급 풀옵션 분리형 화곡역 초역세권
OR,2,40,13,13,37.543099,126.838338,1,1,0,1,1,1,1,1,1,1,0,0,1,1,월세 급인하 화곡역 역세권 엘베 있는 풀옵션 원룸 즉시입주 가능
OR,2,48,21,20,37.534127,126.844413,1,1,0,1,1,1,1,1,1,1,0,0,1,1,보증금 증감가능 붙박이장 있는 깔끔한 까치산역 풀옵션 원룸
OR,4,45,25,17,37.558876,126.843024,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"호서대학교 학생 추천,보증금1천만 월세 40만원도 가능,발산역 원룸"
OR,3,45,25,15,37.53335,126.845044,0,1,0,1,0,0,0,1,0,1,0,1,1,1,
OR,3,30,25,10,37.53335,126.845044,1,1,0,1,1,1,1,1,1,1,0,0,1,1,초역세권 가성비 최고 신축급 풀옵션
OR,3,32,25,10,37.53335,126.845044,1,1,0,1,1,1,1,1,1,1,1,0,1,1,초역세권 가성비 최고 신축급 풀옵션
OR,B1,50,30,23.64,37.550355,126.852878,1,0,1,1,1,1,1,1,1,1,1,0,1,1,반려동물 주차 가능 화곡역 가양역 강서구청 넓은 원룸 즉시입주
OR,5,50,32,25.5,37.546005,126.848124,1,0,1,1,1,1,1,1,1,1,1,0,1,1,엘베 주차 원룸 화곡역 버스 봉제산 도보이용가능
OR,B1,45,22,21,37.552337,126.834533,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"우장산역 역세권 5분,풀옵션,넓은원룸,입주청소,상태 아주깨끗,입주협의"
OR,4,45,25,15,37.558876,126.843024,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1000 40 전기가스 무제한 호서대생 강추 풀옵션
OR,1,35,35,30,37.553834,126.836107,1,0,1,1,1,1,1,1,1,1,0,0,1,1,관리비없음 가성비최고 내부깨끗 옵션있음 주차불가
OR,2,35,20,18.15,37.548898,126.849644,1,0,0,1,1,1,1,1,1,1,0,0,1,1,강서구청인근 저렴한풀옵션원룸
OR,2,45,30,22,37.552337,126.834533,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"풀옵션,넓고깨끗,쾌적하고밝아요,우장산역도보6분,하시"
OR,3,43,25,15,37.543226,126.839609,0,1,0,0,1,1,1,1,0,1,1,1,0,0,
OR,3,42,25,15,37.543226,126.839609,0,1,0,1,1,1,1,1,0,1,0,1,1,0,
OR,B1,38,16.52,16.52,37.535403,126.846387,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"JS도손,초초저렴,역세권원룸"
OR,3,47,24,19.84,37.563886,126.808333,1,1,0,0,1,0,0,1,1,0,0,0,1,0,
OR,4,40,20,14.88,37.563723,126.807803,1,1,0,1,1,1,1,1,1,1,1,0,1,1,도배완료 신축급 깔끔한 풀옵션 선착순 매물
OR,4,32,14,9.9,37.563943,126.807892,1,1,1,1,1,1,1,1,1,1,0,0,1,1,초저가주차가능단기가능매물 
OR,7,43,20,16.5,37.564317,126.808508,1,1,0,1,1,1,1,1,1,1,0,0,1,1,깔끔한 공항시장역 도보 3분 원룸 
OPST,6,47,32,16.91,37.563775,126.8079,1,1,0,1,1,1,1,1,1,1,1,0,1,1,금액대비 넓은 풀옵션 9호선 공항시장역 건물
OR,4,32,10,10,37.563775,126.8079,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"주차가능,1달,2달 필요개월에 따라 연장가능,깨끗한 원룸,옵션 있음"
OPST,5,45,55,28.5,37.57841,126.8125,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"전용넓음, 이중창,수리중,3월말이후하시,"
OR,4,42,20,17,37.563723,126.807803,0,1,0,1,0,1,0,0,1,0,0,0,1,1,
OR,4,40,20,17,37.563723,126.807803,0,1,0,0,1,0,0,0,1,1,1,0,1,0,
OR,7,45,21,16.53,37.564317,126.808508,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신축급 깔끔한 풀옵션 저렴한 매물
OR,3,32,10,10,37.563943,126.807892,1,1,1,1,1,1,1,1,1,1,1,0,1,1,한달 두달가능 주차가능
OR,4,32,10,10,37.563943,126.807892,1,1,0,1,1,1,1,1,1,1,0,0,1,1,한달 두달 그 이상도 가능한 단기임대
OR,2,47,164,20.59,37.574976,126.813098,1,1,0,1,1,1,1,1,1,1,1,0,1,1,방화역세권 풀옵션 하시입주가 융자무 남향 강추강추
OR,4,42,20,17,37.563723,126.807803,0,1,0,0,1,1,0,0,0,1,1,0,0,1,
OR,2,45,94,20,37.572283,126.812436,1,0,0,1,1,1,1,1,1,1,0,0,1,1,개화산역9분 방신전통시장1분 분리형 원룸 방1 화1 베란다1
OR,3,45,131,21,37.574417,126.812509,1,1,0,1,1,1,1,1,1,1,0,0,1,1,방화역세권 풀옵션 하시입주가 엘베유 관리비에 TV 인터넷포함. 강추강추
OR,4,32,10,10,37.563943,126.807892,1,1,1,1,1,1,1,1,1,1,0,0,1,1,한달 두달가능 주차가능
OR,3,45,20,17,37.562562,126.810189,1,1,0,1,1,1,1,1,1,1,1,0,1,1,"공항시장 송정역 도보3분,풀옵션,보증금조절가능"
OR,4,40,16,15.2,37.563723,126.807803,0,1,1,1,0,1,1,0,0,1,1,1,0,0,
OR,4,43,23,16.52,37.564083,126.807771,0,1,0,1,0,0,1,1,1,1,1,0,0,1,
OR,3,45,23,19.83,37.562562,126.810189,1,1,0,1,1,1,1,1,1,1,1,0,1,1,"5호선,9호선 더블 초역세권 보증금 조정 가능 풀옵션 원룸"
OR,4,43,23,14.87,37.564317,126.808508,1,1,0,1,1,1,1,1,1,1,1,0,1,1,500 43 가능 공항시장역 풀옵션 원룸 깔끔 그자체
OR,4,43,20,16,37.564083,126.807771,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"공항시장역도보4분,풀옵션,즉시입주가능"
OR,4,45,20,16,37.564083,126.807771,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"공항시장역도보4분,풀옵션,즉시입주가능"
OR,4,45,23,14.87,37.564317,126.808508,1,1,0,1,1,1,1,1,1,1,1,0,1,1,500 43 가능 공항시장역 풀옵션 원룸 깔끔 그자체
OR,2,50,23,23,37.575348,126.810431,1,1,1,1,1,1,1,1,1,1,1,0,1,1,방화역세권 주차가능하고 배란다있는 풀옵션 임차료에 관리비 포함 강추강추
OR,4,45,25,15,37.564083,126.807771,0,1,0,1,0,1,1,1,1,0,1,1,0,0,
OR,7,35,25,18,37.563723,126.807803,1,1,0,1,1,1,1,1,1,1,1,0,1,1,"500 35, 1000 30 옥탑  풀옵션  최저가 선착순 한분 모셔요"
OR,4,43,25,15,37.564083,126.807771,0,1,0,0,0,1,1,1,0,1,0,1,0,1,
OPST,7,50,55,28.5,37.57841,126.8125,1,1,1,1,1,1,1,1,1,1,0,0,1,1,집상태깨긋함 풀옵션
OR,3,37,18,13.84,37.572184,126.815575,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"신방화역6분이내,하시,내부상태양호,관리비3만원"
OR,7,35,27,16.5,37.563723,126.807803,1,1,0,1,1,1,1,1,1,1,0,0,1,1,공항시장역 도보 5분  깔끔하고 조용한 동네에 위치
DDDGG,B1,30,39,29.75,37.567348,126.811182,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"날짜협의,"
OR,5,48,25,18,37.562562,126.810189,0,1,0,0,1,0,1,0,1,1,1,1,0,1,
OR,8,35,25,17,37.563723,126.807803,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"9호선,5호선 이용가능,저렴한 풀옵션"
OR,4,40,13.88,13,37.563775,126.8079,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"1개월,2개월,3개월 단기조건 및 연장가능한 원룸"
OR,4,40,25,15,37.563723,126.807803,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신축급 풀옵션 김포공항 바로 앞 공항시장역 2분
DDDGG,B1,30,33,26.44,37.568359,126.813718,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"햇빛잘드는반지하,"
DDDGG,B1,30,18,15.5,37.566826,126.8071,1,0,1,1,1,1,1,1,1,1,1,0,1,1,준신축급 내부깔끔한 풀옵션 원룸 빠른입주가능 가격조정가능
OR,7,35,25,18,37.563723,126.807803,1,1,0,1,1,1,1,1,1,1,0,0,1,1,옥탑  풀옵션  최저가 선착순 한분 모셔요
OR,7,45,25,15,37.564317,126.808508,0,1,0,0,1,0,1,1,1,1,1,1,1,0,
OR,4,40,25,15,37.563723,126.807803,1,1,0,1,1,1,1,1,1,1,1,0,1,1,신축급 풀옵션 김포공항 바로 앞 공항시장역 2분
DDDGG,1,50,18,15.5,37.566826,126.8071,1,0,0,1,1,1,1,1,1,1,1,0,1,1,준신축급 내부깔끔한 풀옵션 원룸 하시입주가능 가격조정가능
OR,7,43,25,15,37.564317,126.808508,0,1,0,0,0,1,0,0,1,0,0,1,0,1,
OR,2,36,13.22,13,37.563775,126.8079,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"1개월,2개월,3개월 단기조건의 깨끗한 9호선 원룸"
OR,1,50,25,19.83,37.566468,126.806829,1,0,0,1,1,1,1,1,1,1,0,0,1,1,"JS파밀리스,애완동물가능,분리형"
VL,4,40,21,16.53,37.563723,126.807803,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신축급 깔끔한 풀옵션 9호선 역세권 귀한매물
OR,1,50,23,23,37.575348,126.810431,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"방화역역세권,동향,풀옵션,기본관리비무,도배장판완료,하시입주,1층주차장."
OR,3,45,25.59,25,37.568113,126.815753,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"신방화역1분,풀옵션,주차가능,입주일협의,조용한주거지역,관리비2만원"
OR,8,35,25,17,37.563723,126.807803,1,1,1,1,1,1,1,1,1,1,1,0,1,1,바로 입주가능 공항시장역 풀옵션원룸 임대
OR,4,45,25,21,37.563886,126.808333,0,1,0,1,0,0,0,0,1,0,0,1,1,1,
OR,3,45,16.53,16,37.562562,126.810189,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1.송정초등학교 바로앞 송정역 도보2분 공항시장역 도보1분 안전한 위치
OPST,9,50,55,28.5,37.57841,126.8125,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"방화역세권,복층,풀옵션,깔끔,입주협의"
OR,4,43,16.53,16,37.564083,126.807771,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1.공항시장역 도보3분 역세권 예쁘고 깔끔한 풀옵션 원룸 가성비 좋아요
OR,4,32,20,10,37.563943,126.807892,1,1,0,1,1,1,1,1,1,1,0,0,1,1,한달 가능 두달 가능 초저렴 김포공항 단기 선착순
OR,2,45,21,17,37.558144,126.812442,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"송정역 역세권.풀옵션 원룸.주차,4월 중순입주가능."
OR,2,45,19,16.5,37.558144,126.812442,1,1,1,1,1,1,1,1,1,1,1,0,1,1,신축급 풀옵션 정말깔끔한 주차가능한방
OR,4,35,20,14.92,37.557684,126.815442,1,0,0,1,1,1,1,1,1,1,1,0,1,1,송정역.저렴한 풀옵션 원룸.즉시 입주가능.
OR,1,33,25,15,37.559099,126.80854,1,1,0,1,1,1,1,1,1,1,1,0,1,1,단기 가능 풀옵션원룸 초저렴 가성비 탑
OR,2,50,25,18,37.559754,126.809107,0,1,0,1,1,0,0,0,1,1,1,0,0,1,
OR,3,35,25,20,37.559439,126.812183,1,1,0,1,1,1,1,1,1,1,1,0,1,1,송정역 역세권.도배새로한 저렴한 풀옵션 원룸.즉시입주가능.
OR,1,37,25,15,37.56009,126.809195,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"1000 32, 500 37, TV제공 신축급풀옵션"
OR,1,30,25,15,37.559099,126.80854,1,1,0,1,1,1,1,1,1,1,0,0,1,1,단기 가능 풀옵션원룸 초저렴 가성비 탑
OR,1,37,20,15,37.56009,126.809195,0,1,0,1,1,1,0,0,1,0,1,1,1,0,
OR,2,37,16,15.5,37.56009,126.809195,1,1,0,1,1,1,1,1,1,1,1,0,1,1,송정역 최고의 가성비원룸.즉시입주 가능한 풀옵션입니다.
OR,2,35,17,14.15,37.557994,126.814918,1,0,1,1,1,1,1,1,1,1,1,0,1,1,주차가능 빠른입주까지
OR,6,45,35,25,37.560419,126.808555,1,0,0,1,1,1,1,1,1,1,0,0,1,1,마당있는 넓은 옥탑입니다
OR,1,30,18,13.5,37.558257,126.813144,1,1,0,1,1,1,1,1,1,1,1,0,1,1,분리형 즉시입주 신축급 풀옵션
OR,1,45,25,15,37.5565,126.811396,1,0,0,1,1,1,1,1,1,1,1,0,1,1,신축급 풀옵션 조용한 주거지역 단기가능
OR,2,45,20,15,37.556794,126.811206,1,0,1,1,1,1,1,1,1,1,1,0,1,1,단기가능 신축급 풀옵션 선착순
OR,5,45,25,20,37.560419,126.808555,1,0,0,1,1,1,1,1,1,1,0,0,1,1,송정역 5분 마당 있어 운동 빨래 가능한 옥탑 원룸
OR,3,43,25,15,37.559099,126.80854,0,1,0,1,0,1,1,0,0,0,1,1,1,1,
OR,3,40,25,15,37.559099,126.80854,0,1,0,1,1,1,0,0,1,1,1,1,0,0,
OR,2,40,16.53,16,37.559175,126.80888,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1.송정역 풀옵션 원룸 가성비 아주 좋아요
OR,2,40,16.53,16,37.559175,126.80888,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1.송정역 풀옵션 원룸 가성비 아주 좋아요
OR,5,50,21,13.12,37.55567,126.815955,1,0,0,1,1,1,1,1,1,1,0,0,1,1,강서농산물시장 출퇴근 하시는 분 조용하고 아늑한 세련된 풀옵션 원룸
DDDGG,B1,35,36,36,37.530191,126.857631,1,0,1,1,1,1,1,1,1,1,0,0,1,1,낮은계단 반지층 투룸 공실
DDDGG,2,40,45,35,37.530588,126.860085,1,0,1,1,1,1,1,1,1,1,0,0,1,1,다가구주택 지상층 투룸 입니다.
DDDGG,B1,20,30,30,37.530777,126.858888,1,0,1,1,1,1,1,1,1,1,1,0,1,1,낮은계단 반지층 방1개 주택가
OR,4,44,25,21,37.530376,126.863342,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"목동역도보,풀옵션원룸"
OR,6,35,15,15,37.563794,126.851554,1,1,0,1,1,1,1,1,1,1,1,0,1,1,가양역 역세권 초저렴 잠만 주무시는 분들께 최적
OR,B1,25,29,19.83,37.663888,127.041281,1,0,1,1,1,1,1,1,1,1,0,0,1,1,풀옵션 관리비저렴 역세권 방학역 도보5분 버스전용차선 교통편리
DDDGG,1,30,27,27,37.667057,127.032467,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"에어컨 있음, 가스랜지 있음, 즉시 입주 가능, 교통편리, 상태 깨끗"
OR,5,29,18,16,37.662904,127.033883,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"풀옵션, 분리형원룸, 빠른입주 가능, 엘베 유, 애완견안됨,"
VL,B1,30,39,35.7,37.666296,127.032622,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"반지하 방2 화1 주방, 도배,장판교체, 옵션"
OR,B1,30,22,19,37.651548,127.026538,1,0,0,1,1,1,1,1,1,1,0,0,1,1,성원 분리형원룸 보증금조절가 전세가
DDDGG,B1,30,39,39,37.655622,127.016543,1,1,0,0,0,1,0,0,1,0,1,1,1,1,
OR,B1,27,34,23.14,37.688724,127.044082,1,1,1,1,1,1,1,1,1,1,1,0,1,1,신축급 풀옵션 시설깨끗 역세권 1 7호선도봉산역 도보4분 주차가능 즉입가
OR,B1,27,34,23.14,37.688724,127.044082,1,1,1,1,1,1,1,1,1,1,0,0,1,1,신축급 풀옵션 시설깨끗 역세권 1 7호선도봉산역 도보4분 주차가능 즉입가
OR,B1,27,20,17,37.68862,127.041843,1,1,0,1,1,1,1,1,1,1,0,0,1,1,하시이사 풀옵션 역세권 보증금 조정가능합니다
